brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
NYX Professional Makeup,Can't Stop Won't Stop Foundation,https://www.ulta.com/cant-stop-wont-stop-foundation?productId=xlsImpprod18871063,Warm Honey (medium tan w/ caramel undertone),https://images.ulta.com/is/image/Ulta/2531993sw?$50px$,Warm Honey (medium tan w/ caramel undertone),Warm Honey,NA,RGB,#9B704F,26.05263158,0.324786325,0.458823529
SEPHORA COLLECTION,Clean Glowing Skin Foundation,https://www.sephora.com/product/sephora-collection-clean-glowing-skin-foundation-P460718?icid2=products%20grid:p460718,#35 Dark with yellow undertones,/productimages/sku/s2285245+sw.jpg,#35 1.01 oz / 30ml Clean at Sephora,NA,35,RGB,#9B705B,19.6875,0.260162602,0.482352941
Clinique,Stay-Matte Sheer Pressed Powder,https://www.sephora.com/product/stay-matte-sheer-pressed-powder-P122748?icid2=products%20grid:p122748,Stay Brandy,/productimages/sku/s51771+sw.jpg,Stay Brandy,Stay Brandy,NA,RGB,#9B715F,18,0.24,0.490196078
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Truffle,https://images.ulta.com/is/image/Ulta/2537792sw?$50px$,Truffle,Truffle,NA,RGB,#9B7355,25.71428571,0.291666667,0.470588235
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-foundation-P398321?icid2=products%20grid:p398321,Y513 - Warm Amber for dark skin with golden undertones,/productimages/sku/s2246759+sw.jpg,Y513 - Warm Amber 1.01 oz/ 30 mL,NA,Y513,RGB,#9B785A,27.69230769,0.265306122,0.480392157
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,https://www.sephora.com/product/matte-velvet-skin-full-coverage-foundation-P434023?icid2=products%20grid:p434023,Y533 Warm Mocha for dark skin with deep golden undertones,/productimages/sku/s2106581+sw.jpg,Y533 Warm Mocha 1.01 oz/ 30 mL,NA,Y533,RGB,#9B7A5D,28.06451613,0.25,0.48627451
MAC,Studio Fix Fluid SPF 15 Foundation,https://www.ulta.com/studio-fix-fluid-spf-15-foundation?productId=xlsImpprod15921238,NW53 (rich coffee w/ red undertone for dark skin),https://images.ulta.com/is/image/Ulta/2533107sw?$50px$,NW53 (rich coffee w/ red undertone for dark skin),NA,NW53,RGB,#9C5024,22,0.625,0.376470588
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Deep DP6 (deep skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2236116sw?$50px$,Deep DP6 (deep skin w/ pink undertones),Deep,DP6,RGB,#9C5437,17.22772277,0.478672986,0.41372549
KVD Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep 67 C (deep cinnamon with cool undertone),https://images.ulta.com/is/image/Ulta/2570717sw?$50px$,Deep 67 C (deep cinnamon with cool undertone),Deep   C,67,RGB,#9C552F,20.91743119,0.536945813,0.398039216
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,Deep Golden,https://images.ulta.com/is/image/Ulta/2538188sw?$50px$,Deep Golden,Deep Golden,NA,RGB,#9C562F,21.46788991,0.536945813,0.398039216
KVD Vegan Beauty,Lock-It Powder Foundation,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Rich Deep 220 (rich deep coffee),https://images.ulta.com/is/image/Ulta/2571068sw?$50px$,Rich Deep 220 (rich deep coffee),Rich Deep,220,RGB,#9C5936,20.58823529,0.485714286,0.411764706
bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Medium Dark 5CN  dark skin with cool to neutral undertones,/productimages/sku/s2107746+sw.jpg,Medium Dark 5CN 0.21 oz/ 6 g,Medium Dark,5CN,RGB,#9C5A37,20.79207921,0.478672986,0.41372549
ULTA,Moisturizing Foundation Stick,https://www.ulta.com/moisturizing-foundation-stick?productId=xlsImpprod18691125,Dark Neutral,https://images.ulta.com/is/image/Ulta/2529953sw?$50px$,Dark Neutral,Dark Neutral,NA,RGB,#9C5C41,17.8021978,0.411764706,0.433333333
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,https://www.ulta.com/conceal-perfect-smooth-finish-cream-powder-foundation?productId=pimprod2012993,Chestnut,https://images.ulta.com/is/image/Ulta/2558869sw?$50px$,Chestnut,Chestnut,NA,RGB,#9C5D30,25,0.529411765,0.4
bareMinerals,Matte Foundation Broad Spectrum SPF 15,https://www.ulta.com/matte-foundation-broad-spectrum-spf-15?productId=xlsImpprod1480002,Neutral Dark 24 (dark skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2505441sw?$50px$,Neutral Dark 24 (dark skin w/ neutral undertones),Neutral Dark,24,RGB,#9C5E2A,27.36842105,0.575757576,0.388235294
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,https://www.ulta.com/original-foundation-broad-spectrum-spf-15?productId=VP11362,Neutral Dark 24 (dark cool skin with red undertones),https://images.ulta.com/is/image/Ulta/2505428sw?$50px$,Neutral Dark 24 (dark cool skin with red undertones),Neutral Dark,24,RGB,#9C5E2A,27.36842105,0.575757576,0.388235294
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F4.30 Warm (deep tan w/ golden peach undertones),https://images.ulta.com/is/image/Ulta/2541951sw?$50px$,F4.30 Warm (deep tan w/ golden peach undertones),Warm,F4.30,RGB,#9C5F3B,22.26804124,0.451162791,0.421568627
MAC,Studio Fix Fluid SPF 15 Foundation,https://www.ulta.com/studio-fix-fluid-spf-15-foundation?productId=xlsImpprod15921238,C55 (rich brown w/ golden olive undertone for dark skin),https://images.ulta.com/is/image/Ulta/2550392sw?$50px$,C55 (rich brown w/ golden olive undertone for dark skin),NA,C55,RGB,#9C6136,25.29411765,0.485714286,0.411764706
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,53H Deep Honey (deep skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2282449sw?$50px$,53H Deep Honey (deep skin w/ peach undertones),Deep Honey,53H,RGB,#9C613B,23.50515464,0.451162791,0.421568627
KVD Vegan Beauty,Lock-It Powder Foundation Refills,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Deep 200 (deep chestnut),https://images.ulta.com/is/image/Ulta/2571089sw?$50px$,Deep 200 (deep chestnut),Deep,200,RGB,#9C6141,21.0989011,0.411764706,0.433333333
PÜR,4-In-1 Foundation Stick,https://www.ulta.com/4-in-1-foundation-stick?productId=xlsImpprod18031021,Golden Dark (dark skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2526102sw?$50px$,Golden Dark (dark skin w/ yellow undertones),Golden Dark,NA,RGB,#9C622B,29.20353982,0.567839196,0.390196078
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/product/complexion-rescue-tinted-hydrating-gel-cream-P393356?icid2=products%20grid:p393356,Cedar 11 for very deep cool skin with red undertones,/productimages/sku/s2176998+sw.jpg,Cedar 11,Cedar,11,RGB,#9C6351,14.4,0.316455696,0.464705882
florence by mills,Like a Light Skin Tint,https://www.ulta.com/like-a-light-skin-tint?productId=pimprod2009411,D180 (deep w/ warm undertones),https://images.ulta.com/is/image/Ulta/2554832sw?$50px$,D180 (deep w/ warm undertones),NA,D180,RGB,#9C644A,19.02439024,0.356521739,0.450980392
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,https://www.sephora.com/product/barepro-performance-wear-liquid-foundation-broad-spectrum-spf-20-P421001?icid2=products%20grid:p421001,Cocoa 30 for very deep neutral skin with subtle red undertones,/productimages/sku/s1967900+sw.jpg,Cocoa 30 1 oz/ 30 mL,Cocoa,30,RGB,#9C6638,27.6,0.471698113,0.415686275
Pretty Vulgar,Cool AF Lava Water Foundation,https://www.sephora.com/product/cool-af-lava-water-foundation-P446041?icid2=products%20grid:p446041,Birthday Suit cool with subtle pink undertones for deep-rich skin tones,/productimages/sku/s2221547+sw.jpg,Birthday Suit 1.18 oz/ 35 mL,Birthday Suit,NA,RGB,#9C6961,8.13559322,0.233201581,0.496078431
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,https://www.sephora.com/product/luminous-silk-foundation-P393401?icid2=products%20grid:p393401,"13 deep, neutral",/productimages/sku/s1359744+sw.jpg,13 1 oz,NA,13,RGB,#9C6B43,26.96629213,0.399103139,0.437254902
MILK MAKEUP,Flex Foundation Stick,https://www.sephora.com/product/flex-foundation-stick-P448151?icid2=products%20grid:p448151,Hazelnut deep with cool red undertones,/productimages/sku/s2242196+sw.jpg,Hazelnut,Hazelnut,NA,RGB,#9C6C5E,13.5483871,0.248,0.490196078
Elcie Cosmetics,Micro Silque Foundation,https://www.ulta.com/micro-silque-foundation?productId=pimprod2005663,Natural (medium w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2546551sw?$50px$,Natural (medium w/ neutral undertone),Natural,NA,RGB,#9C6D45,27.5862069,0.386666667,0.441176471
Bobbi Brown,Skin Foundation Stick,https://www.sephora.com/product/foundation-stick-P270549?icid2=products%20grid:p270549,Golden Almond (W-088) dark brown with golden undertones for dark skin,/productimages/sku/s1614981+sw.jpg,Golden Almond (W-088) 0.31 oz/ 9 g,Golden Almond,NA,RGB,#9C6D4B,25.18518519,0.350649351,0.452941176
Estée Lauder,Double Wear Maximum Cover Camouflage Makeup for Face and Body SPF 15,https://www.ulta.com/double-wear-maximum-cover-camouflage-makeup-face-body-spf-15?productId=xlsImpprod16501415,6W1 Sandalwood,https://images.ulta.com/is/image/Ulta/2511729sw?$50px$,6W1 Sandalwood,Sandalwood,6W1,RGB,#9C6E35,33.2038835,0.492822967,0.409803922
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,https://www.sephora.com/product/ultra-hd-invisible-cover-stick-foundation-P398775?icid2=products%20grid:p398775,R530 - Brown for dark skin with slightly red undertones,/productimages/sku/s1713288+sw.jpg,R530 - Brown 0.44 oz/ 12.5 g,NA,R530,RGB,#9C6E5B,17.53846154,0.263157895,0.484313725
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,https://www.sephora.com/product/pro-filt-r-hydrating-longwear-foundation-P448702?icid2=products%20grid:p448702,450 for deep skin with neutral undertones,/productimages/sku/s2268357+sw.jpg,450 1.08 oz/ 32 mL,NA,450,RGB,#9C7153,24.65753425,0.305439331,0.468627451
L'Oréal,True Match Super-Blendable Foundation Makeup,https://www.ulta.com/true-match-super-blendable-foundation-makeup?productId=fs1017872,Creme Cafe,https://images.ulta.com/is/image/Ulta/2241773sw?$50px$,Creme Cafe,Creme Cafe,NA,RGB,#9C7550,29.21052632,0.322033898,0.462745098
CoverGirl,Clean Fresh Skin Milk Foundation,https://www.ulta.com/clean-fresh-skin-milk-foundation?productId=pimprod2011577,Deep/Dark 630,https://images.ulta.com/is/image/Ulta/2556839sw?$50px$,Deep/Dark 630,Deep/Dark,630,RGB,#9C765D,23.80952381,0.253012048,0.488235294
MILK MAKEUP,Blur Liquid Matte Foundation,https://www.sephora.com/product/blur-liquid-matte-foundation-P421938?icid2=products%20grid:p421938,Deep deep with neutral undertones,/productimages/sku/s1965094+sw.jpg,Deep 1 oz/ 30 mL Clean at Sephora,Deep,NA,RGB,#9C766F,9.333333333,0.185185185,0.523529412
Ofra Cosmetics,Absolute Cover Foundation,https://www.ulta.com/absolute-cover-foundation?productId=pimprod2007181,7.25 (a tan-deep shade w/ a neutral undertone),https://images.ulta.com/is/image/Ulta/2551326sw?$50px$,7.25 (a tan-deep shade w/ a neutral undertone),NA,7.25,RGB,#9C774D,31.89873418,0.339055794,0.456862745
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,https://www.ulta.com/studio-skin-24-hour-oil-free-hydra-foundation?productId=xlsImpprod3590081,4.25 (dark w/ warm undertone),https://images.ulta.com/is/image/Ulta/2531539sw?$50px$,4.25 (dark w/ warm undertone),NA,4.25,RGB,#9D532E,20,0.54679803,0.398039216
Juvia's Place,I Am Magic Foundation,https://www.ulta.com/i-am-magic-foundation?productId=pimprod2006831,300 Gabon (for dark skin w/ neutral golden undertones),https://images.ulta.com/is/image/Ulta/2550511sw?$50px$,300 Gabon (for dark skin w/ neutral golden undertones),Gabon,300,RGB,#9D5637,18.23529412,0.481132075,0.415686275
Yves Saint Laurent,Touche Eclat All-In-One Glow Foundation,https://www.sephora.com/product/touche-eclat-all-in-one-glow-P428504?icid2=products%20grid:p428504,B90 Ebony  for deep skin with neutral undertones,/productimages/sku/s2038784+sw.jpg,B90 Ebony 1.01 oz/ 30 mL,NA,B90,RGB,#9D573B,17.14285714,0.453703704,0.423529412
KVD Vegan Beauty,Lock-It Powder Foundation Refills,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Rich Deep 220 (rich deep coffee),https://images.ulta.com/is/image/Ulta/2571094sw?$50px$,Rich Deep 220 (rich deep coffee),Rich Deep,220,RGB,#9D5936,20.38834951,0.488151659,0.41372549
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,https://www.sephora.com/product/power-fabric-longwear-high-cover-foundation-spf-25-P416785?icid2=products%20grid:p416785,13.5 very deep with a red undertone,/productimages/sku/s2184604+sw.jpg,13.5 1 oz/ 30 mL allure 2018 Best of Beauty Award Winner,NA,13.5,RGB,#9D5E52,9.6,0.313807531,0.468627451
Pacifica,Alight Clean Foundation,https://www.ulta.com/alight-clean-foundation?productId=pimprod2003537,07WD Warm Deep (deep tan w/ slight red undertone),https://images.ulta.com/is/image/Ulta/2540761sw?$50px$,07WD Warm Deep (deep tan w/ slight red undertone),Warm Deep,07WD,RGB,#9D5F2E,26.48648649,0.54679803,0.398039216
NARS,Sheer Glow Foundation,https://www.ulta.com/sheer-glow-foundation?productId=xlsImpprod15251337,New Caledonia (deep skin w/ yellow undertones),https://images.ulta.com/is/image/Ulta/2539039sw?$50px$,New Caledonia (deep skin w/ yellow undertones),New Caledonia,NA,RGB,#9D5F2E,26.48648649,0.54679803,0.398039216
KVD Vegan Beauty,Lock-It Powder Foundation,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Rich Deep 215 (rich deep walnut),https://images.ulta.com/is/image/Ulta/2571069sw?$50px$,Rich Deep 215 (rich deep walnut),Rich Deep,215,RGB,#9D5F48,16.23529412,0.371179039,0.449019608
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,https://www.ulta.com/amazonian-clay-full-coverage-airbrush-foundation?productId=xlsImpprod5560095,Tan Sand (tan w/ yellow undertones)  selected,https://images.ulta.com/is/image/Ulta/2260715sw?$tn$,Tan Sand (tan w/ yellow undertones),Tan Sand,NA,RGB,#9D6338,25.54455446,0.474178404,0.417647059
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?icid2=products%20grid:p87985432,470 for deep skin with cool neutral undertones,/productimages/sku/s1925494+sw.jpg,470 1.08 oz/ 32 mL allure 2018 Best of Beauty Award Winner,NA,470,RGB,#9D634A,18.07228916,0.359307359,0.452941176
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,https://www.sephora.com/product/make-no-mistake-foundation-concealer-stick-P420440?icid2=products%20grid:p420440,15 Mahogany dark tan with red/yellow undertones,/productimages/sku/s1887520+sw.jpg,15 Mahogany 0.41 oz/ 11.6 g Sephora Quality Way-Nice Price,Mahogany,15,RGB,#9D6559,10.58823529,0.276422764,0.482352941
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 11 (deep/neutral),https://images.ulta.com/is/image/Ulta/2562491sw?$50px$,Shade 11 (deep/neutral),NA,Shade 11,RGB,#9D6743,24,0.401785714,0.439215686
MAC,Studio Fix Fluid SPF 15 Foundation,https://www.ulta.com/studio-fix-fluid-spf-15-foundation?productId=xlsImpprod15921238,NC58 (deep rich brown w/ neutral undertone for deep dark skin),https://images.ulta.com/is/image/Ulta/2533105sw?$50px$,NC58 (deep rich brown w/ neutral undertone for deep dark skin),NA,NC58,RGB,#9D683B,27.55102041,0.453703704,0.423529412
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F3.80 Cool (tan w/ slightly red undertones),https://images.ulta.com/is/image/Ulta/2541947sw?$50px$,F3.80 Cool (tan w/ slightly red undertones),Cool,F3.80,RGB,#9D6945,24.54545455,0.389380531,0.443137255
Dior,Dior Airflash Spray Foundation,https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products%20grid:p104914,"6 Neutral (600) Deep tanned skin, neutral undertones",/productimages/sku/s2050540+sw.jpg,6 Neutral (600) 2.3 oz/ 70 mL,Neutral,6,RGB,#9D6A50,20.25974026,0.324894515,0.464705882
